,id,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state
267496,7029518733,Greenville / Upstate,1193,apartment,1443,3,2.0,1,1,1,0,0,0,laundry on site,detached garage,34.5323,-82.6348,SC
120929,7044707307,Lexington,799,apartment,825,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,38.027,-84.5433,KY
158337,7008878998,Southwest Michigan,1800,condo,950,2,1.0,0,0,0,0,0,1,laundry in bldg,carport,42.0699,-86.5093,MI
199936,7046876534,Central Nj,2350,apartment,774,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,40.791,-74.0634,NJ
127107,7037087018,Lafayette,845,apartment,852,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,30.1591,-92.0007,LA
183861,7049193389,Greensboro,990,apartment,1095,2,2.0,0,0,1,0,0,0,Unknown,Unknown,36.1257,-79.8617,NC
382632,7049158477,Orange County,2159,apartment,727,1,1.0,1,1,0,1,0,0,w/d in unit,Unknown,33.6829,-117.83,CA
342155,7026987691,La Crosse,341,apartment,899,1,0.0,1,1,0,0,0,0,laundry on site,off-street parking,44.2864,-90.8291,WI
199990,7046421587,Central Nj,2534,apartment,1083,1,1.0,0,0,0,1,0,0,w/d in unit,off-street parking,40.535,-74.4203,NJ
199754,7046292236,Central Nj,1750,apartment,1094,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,40.5176,-74.2754,NJ
54424,7045579619,Sarasota-Bradenton,1400,condo,990,2,2.0,0,0,0,0,0,1,w/d in unit,off-street parking,27.3369,-82.5128,FL
190690,7030693097,Wilmington,1195,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,34.2283,-77.9411,NC
86982,7040990655,Spokane / Coeur D'Alene,1415,apartment,632,2,1.0,0,0,1,0,0,0,Unknown,Unknown,47.6686,-117.39299999999999,ID
15690,7049022013,Boulder,1660,apartment,1062,2,2.0,1,0,1,0,0,0,w/d in unit,off-street parking,39.8836,-105.094,CO
194735,7038755139,Lincoln,1600,house,1524,3,3.0,1,1,1,0,0,0,w/d hookups,attached garage,40.7631,-96.6389,NE
356208,7038995608,Anchorage / Mat-Su,1250,duplex,1250,3,1.5,0,0,0,0,0,0,w/d in unit,attached garage,61.601000000000006,-149.451,AK
358707,7011530766,Mohave County,899,apartment,976,2,2.0,1,1,1,0,0,0,w/d in unit,carport,35.107,-114.569,AZ
245435,7048431643,Portland,1299,apartment,806,2,1.0,1,0,1,0,0,0,laundry on site,off-street parking,45.49100000000001,-122.626,OR
324367,7017935510,Fredericksburg,901,apartment,810,1,1.0,0,0,1,0,0,0,Unknown,Unknown,38.2995,-77.4772,VA
159910,7051141667,Minneapolis / St Paul,1475,apartment,1112,2,2.0,1,1,1,0,0,0,laundry in bldg,Unknown,44.9083,-93.3593,MN
110839,7051081997,"Kansas City, Mo",959,apartment,1074,2,2.0,1,1,0,0,0,0,w/d hookups,carport,39.1667,-94.5603,KS
55353,7046719264,Sarasota-Bradenton,1086,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,27.4459,-82.5876,FL
224139,7042336532,Athens,1250,house,1834,4,2.5,1,0,1,0,0,0,Unknown,Unknown,34.2646,-83.5635,OH
180881,7047357491,Fayetteville,959,apartment,1026,2,2.0,1,1,0,0,0,0,w/d hookups,Unknown,35.0583,-79.008,NC
300856,7050900282,Houston,2100,townhouse,2359,3,2.5,1,1,1,0,0,0,laundry in bldg,attached garage,30.2106,-95.5257,TX
22648,7044594648,Hartford,1675,house,1700,3,1.5,0,0,0,0,0,0,w/d hookups,attached garage,42.0146,-72.4472,CT
366633,7039663574,Little Rock,599,apartment,710,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,34.7977,-92.2403,AR
304279,7038958286,Mcallen / Edinburg,700,apartment,1100,2,2.0,0,0,1,0,0,0,w/d in unit,carport,26.3269,-98.17299999999999,TX
348521,7043654407,Birmingham,750,apartment,600,1,1.0,1,0,1,0,0,0,laundry on site,off-street parking,33.4959,-86.7793,AL
128881,7049232471,New Orleans,1185,apartment,1300,1,1.0,1,1,1,0,0,0,w/d in unit,street parking,29.9242,-90.086,LA
218061,7037843995,New Hampshire,800,apartment,1100,2,1.0,1,1,0,0,0,0,laundry on site,off-street parking,44.4409,-71.2051,NH
30534,7037886920,"Washington, Dc",1310,apartment,564,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,38.7596,-77.1485,DC
241712,7049976422,Corvallis/Albany,1030,apartment,728,1,1.0,1,1,0,0,0,0,w/d in unit,carport,44.5316,-122.882,OR
122976,7048895052,Louisville,799,apartment,1150,2,2.0,0,0,1,0,0,0,Unknown,Unknown,38.2051,-85.6787,KY
311881,7035943301,Tyler / East Tx,660,apartment,760,2,1.0,1,1,0,0,0,0,laundry on site,street parking,32.5127,-95.40799999999999,TX
371338,7047320515,Gold Country,1300,apartment,1908,3,2.0,1,1,1,1,0,0,w/d in unit,attached garage,38.8923,-120.98,CA
196932,7051026388,Las Vegas,1062,apartment,644,1,1.0,0,0,1,0,0,0,Unknown,Unknown,36.0342,-115.06,NV
140029,7045268848,Boston,2200,apartment,1100,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,42.4581,-71.0632,MA
121806,7039618779,Lexington,699,apartment,704,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,37.9704,-84.4721,KY
154811,7046398557,Lansing,1195,apartment,1107,3,1.5,1,1,1,0,0,0,w/d hookups,Unknown,42.7137,-84.3994,MI
133417,7031360676,Annapolis,1610,apartment,1056,2,1.5,1,1,1,0,0,0,w/d hookups,Unknown,39.2216,-76.8891,MD
279638,7043530921,Memphis,500,apartment,710,1,1.0,1,1,1,1,0,0,w/d hookups,Unknown,35.0248,-90.0093,TN
293427,7031900850,Corpus Christi,1275,condo,420,1,1.0,0,0,1,0,0,1,laundry in bldg,carport,27.8239,-97.3878,TX
145604,7025017885,Ann Arbor,818,apartment,650,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,42.2325,-83.6336,MI
335978,7051213411,Seattle-Tacoma,1770,apartment,550,0,1.0,1,1,1,0,0,0,w/d in unit,Unknown,47.6849,-122.29700000000001,WA
57211,7043608935,South Florida,2900,loft,1200,2,2.5,1,1,0,0,0,0,w/d in unit,attached garage,25.7847,-80.1897,FL
52413,7032276796,Panama City,1467,apartment,966,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,30.1883,-85.7615,FL
63021,7044404693,Tampa Bay Area,1195,house,1200,3,1.0,1,1,1,0,0,0,Unknown,Unknown,27.9601,-82.4893,FL
45190,7048305557,Lakeland,1200,house,1300,4,2.0,0,0,1,0,0,0,Unknown,Unknown,28.0395,-81.9498,FL
202628,7044443429,South Jersey,925,manufactured,656,2,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,39.4354,-74.5963,NJ
360436,7046810548,Phoenix,1400,townhouse,1026,2,2.0,0,0,0,0,0,0,w/d in unit,carport,33.4656,-111.91799999999999,AZ
185988,7030829415,Jacksonville,850,townhouse,992,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,34.7657,-77.3869,NC
356482,7020782704,Anchorage / Mat-Su,1800,duplex,1600,3,2.0,0,0,0,0,0,0,w/d in unit,attached garage,61.1474,-149.925,AK
258530,7050498485,Williamsport,1200,apartment,500,1,1.0,0,0,0,0,0,1,laundry in bldg,street parking,40.8894,-76.7972,PA
199609,7044725855,Central Nj,2195,apartment,804,1,1.0,1,1,1,0,0,0,Unknown,Unknown,40.5544,-74.314,NJ
183249,7036707956,Greensboro,795,apartment,1200,2,1.5,1,1,1,0,0,0,Unknown,street parking,36.0716,-79.4933,NC
378663,7034157905,Modesto,1825,apartment,761,1,1.0,1,1,1,1,1,0,w/d in unit,Unknown,37.7528,-121.48100000000001,CA
244826,7050025006,Portland,1595,apartment,1020,2,2.0,1,1,0,0,0,0,w/d in unit,carport,45.4294,-122.729,OR
373,7041318568,Reno / Tahoe,1400,apartment,900,2,1.0,1,1,0,0,0,0,laundry in bldg,Unknown,38.9717,-119.939,CA
290649,7025021177,Brownsville,647,apartment,600,1,1.0,1,1,0,0,0,0,w/d in unit,Unknown,25.9443,-97.5037,TX
200550,7043096700,Central Nj,1930,apartment,804,1,1.0,1,1,0,1,0,0,w/d in unit,off-street parking,40.2418,-74.6962,NJ
246731,7043644235,Portland,1795,townhouse,1482,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage,45.6656,-122.60700000000001,OR
17622,7037122659,Boulder,1526,apartment,767,1,1.0,0,0,1,0,0,0,Unknown,Unknown,39.8854,-105.11399999999999,CO
305073,7047019056,Odessa / Midland,1165,apartment,755,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,32.0351,-102.134,TX
135754,7046739982,Baltimore,1640,apartment,1143,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,39.2085,-76.8094,MD
110927,7051011750,"Kansas City, Mo",739,apartment,701,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,38.9667,-94.6169,KS
245245,7040393504,Portland,1895,house,1329,3,2.5,0,0,0,0,0,0,w/d hookups,attached garage,45.5831,-122.693,OR
116061,7035869956,Topeka,3000,house,1100,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking,39.0432,-95.6896,KS
152201,7035216629,Grand Rapids,800,apartment,690,1,1.0,1,1,0,1,0,0,w/d in unit,carport,43.1528,-86.1895,MI
384672,7047043643,Reno / Tahoe,274,apartment,220,0,1.0,0,0,0,0,0,1,laundry on site,no parking,39.5268,-119.811,CA
216270,7040299120,Syracuse,1595,apartment,1138,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,43.0417,-76.2807,NY
79858,7032355251,Savannah / Hinesville,1139,apartment,1080,2,2.0,1,1,0,0,0,0,w/d hookups,carport,31.9992,-81.1036,GA
375666,7048695451,Los Angeles,1999,apartment,870,2,1.0,0,0,1,0,0,0,Unknown,Unknown,33.9777,-118.066,CA
318597,7036648878,Salt Lake City,1018,apartment,734,1,1.0,0,0,1,0,0,0,Unknown,Unknown,40.5541,-111.954,UT
187812,7049817169,Raleigh / Durham / Ch,1132,apartment,1140,3,2.0,1,1,1,0,0,0,w/d hookups,Unknown,35.8052,-78.7757,NC
77590,7048318210,Savannah / Hinesville,1114,apartment,1044,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,32.1149,-81.252,GA
208905,7023697683,Binghamton,915,apartment,760,2,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,42.0771,-76.0118,NY
83798,7032404932,Boise,1550,house,1800,4,3.0,0,0,0,0,0,0,w/d hookups,attached garage,43.486999999999995,-116.382,ID
309225,7049919630,San Antonio,1400,house,1400,3,2.0,0,1,0,0,0,0,w/d hookups,attached garage,29.5572,-98.6249,TX
236818,7043922315,Oklahoma City,715,apartment,918,2,1.0,0,0,1,0,0,0,Unknown,Unknown,35.4834,-97.6299,OK
295135,7051223935,Dallas / Fort Worth,1426,apartment,775,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,,,TX
138951,7029670129,Southern Maryland,2210,apartment,914,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,38.8059,-76.9781,MD
192899,7035875033,Winston-Salem,1220,apartment,1292,3,2.0,0,0,1,0,0,0,Unknown,Unknown,36.0425,-80.2609,NC
213669,7047516885,Potsdam-Canton-Massena,616,apartment,820,2,1.0,1,1,1,0,0,0,Unknown,off-street parking,44.6816,-74.9697,NY
36993,7036604740,Daytona Beach,1610,apartment,1221,2,2.0,1,1,0,0,1,0,w/d in unit,off-street parking,29.2012,-81.0371,FL
291531,7030816204,College Station,779,apartment,827,2,1.5,1,1,0,1,0,0,w/d in unit,off-street parking,30.6378,-96.3284,TX
325171,7024658819,Fredericksburg,1395,apartment,1309,3,2.5,1,1,1,0,0,0,w/d hookups,Unknown,38.2753,-77.5337,VA
253299,7048062033,Philadelphia,1600,house,1400,3,2.0,0,0,1,0,0,0,w/d in unit,street parking,39.9845,-75.2282,PA
80224,7045404727,Valdosta,831,apartment,1050,2,2.0,1,1,1,0,0,0,Unknown,Unknown,30.8574,-83.2676,GA
352722,7039614785,Mobile,860,apartment,1205,3,2.0,1,1,0,0,0,0,w/d hookups,street parking,30.676,-88.1746,AL
62157,7034743141,Tallahassee,1299,apartment,1096,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,30.3923,-84.2285,FL
74064,7035810439,Columbus,635,apartment,770,1,1.0,0,0,1,0,0,0,Unknown,Unknown,32.4245,-84.9481,GA
364601,7039377332,Fayetteville,855,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,36.22,94.1248,AR
53761,7033295975,Pensacola,1142,apartment,1127,2,2.0,1,1,1,0,0,0,w/d hookups,street parking,30.5241,-87.2167,FL
379138,7042579991,Monterey Bay,2720,apartment,1013,2,2.0,0,0,1,0,0,0,Unknown,Unknown,37.4029,-121.882,CA
240031,7048541836,Tulsa,875,house,1299,3,1.5,0,0,1,0,0,0,w/d hookups,carport,36.1635,-95.9403,OK
353911,7043584326,Montgomery,530,apartment,688,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,32.3791,-86.2053,AL
277850,7047017749,Knoxville,929,apartment,1132,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,35.9244,-84.0015,TN
234142,7039331768,Toledo,519,apartment,660,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,41.6823,-83.6187,OH
130339,7048608292,Shreveport,920,apartment,1312,2,2.0,0,1,1,1,0,0,w/d hookups,attached garage,32.4771,-93.8726,LA
184782,7043859950,Greensboro,745,apartment,752,1,1.0,1,1,1,0,0,0,Unknown,Unknown,36.1301,-79.8537,NC
334733,7029105956,Kennewick-Pasco-Richland,1150,apartment,665,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,46.3257,-119.307,WA
121718,7039733504,Lexington,645,apartment,750,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,38.0885,-84.4782,KY
272392,7031621822,Sioux Falls / Se Sd,775,apartment,875,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,43.5064,-96.7766,SD
259298,7026756754,York,1500,apartment,1235,2,2.0,0,0,1,0,0,0,Unknown,Unknown,39.9557,-76.7181,PA
49968,7049332372,Orlando,1695,apartment,1395,3,2.0,1,1,1,1,0,0,w/d in unit,attached garage,28.6214,-81.4294,FL
128958,7049025834,New Orleans,2235,apartment,650,2,2.0,0,0,1,0,0,0,Unknown,Unknown,29.9773,-90.0927,LA
298583,7036111298,El Paso,615,apartment,522,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,31.8552,-106.435,TX
239847,7042038940,Tulsa,499,apartment,685,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,36.1612,-95.9089,OK
156994,7029650646,Northern Michigan,1328,apartment,1980,3,2.0,1,1,0,0,0,0,w/d in unit,Unknown,42.8745,-85.725,MI
281948,7050791143,Nashville,1653,apartment,1270,2,2.0,1,1,0,0,0,0,w/d in unit,Unknown,35.884,-84.0974,TN
307371,7046426002,San Antonio,1334,apartment,962,1,1.5,1,1,1,0,0,0,w/d in unit,detached garage,29.6057,-98.6096,TX
303253,7039683726,Lubbock,900,house,1175,3,2.0,0,0,0,1,0,0,w/d hookups,off-street parking,33.5552,-101.84200000000001,TX
158997,7050796398,Fargo / Moorhead,885,apartment,1050,2,1.0,1,1,1,0,0,0,w/d in unit,detached garage,46.8544,-96.8334,MN
52175,7037116796,Panama City,1095,apartment,983,1,1.0,1,1,0,0,0,0,w/d hookups,Unknown,30.1653,-85.5763,FL
226259,7044719910,Cincinnati,935,apartment,925,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,39.1525,-84.5853,OH
14391,7039044792,Ventura County,1730,apartment,708,1,1.0,1,1,1,0,0,0,laundry on site,carport,34.2351,-119.182,CA
104866,7049037894,Des Moines,693,apartment,830,2,1.0,1,1,0,0,0,0,laundry in bldg,Unknown,41.5264,-93.6064,IA
218577,7041251937,New Hampshire,1300,apartment,820,2,1.0,1,0,1,0,0,0,w/d in unit,off-street parking,43.2005,-70.8803,NH
3084,7048724411,Sacramento,1395,apartment,748,1,1.0,1,1,1,0,0,0,w/d in unit,carport,38.8136,-121.26799999999999,CA
75979,7024573572,Macon / Warner Robins,650,apartment,730,1,1.0,1,1,1,0,0,0,Unknown,Unknown,32.5986,-83.6583,GA
131937,7048920468,Annapolis,1875,apartment,1067,2,2.0,0,0,1,0,0,0,Unknown,Unknown,38.9799,-76.5235,MD
267260,7047309536,Greenville / Upstate,550,apartment,1100,1,1.0,1,1,1,0,0,1,w/d in unit,off-street parking,34.9803,-81.9168,SC
174758,7051145135,Asheville,1243,apartment,1101,2,2.0,1,1,1,0,0,0,Unknown,Unknown,35.4637,-82.5354,NC
136440,7049033395,Frederick,1560,apartment,1150,3,2.0,1,1,1,0,0,0,w/d in unit,Unknown,39.4219,-77.4331,MD
224088,7025268737,Akron / Canton,790,apartment,1050,2,1.5,1,1,1,0,0,0,Unknown,Unknown,41.1377,-81.5539,OH
159719,7037093819,Asheville,895,apartment,685,1,1.0,0,0,1,0,0,0,Unknown,Unknown,35.5393,-82.51799999999999,NC
251188,7038530637,Lehigh Valley,549,apartment,1060,2,1.0,0,0,1,0,0,0,w/d hookups,Unknown,40.6366,-75.4405,PA
88707,7035332167,Champaign Urbana,705,apartment,1750,4,2.0,1,1,0,0,0,0,Unknown,Unknown,40.3107,-88.1462,IL
178120,7047323069,Charlotte,979,apartment,826,1,1.0,1,1,1,1,0,0,w/d in unit,off-street parking,35.0822,-80.8378,NC
121756,7039753741,Lexington,1200,house,1512,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,37.8808,-84.5646,KY
179092,7051019913,Eastern Nc,589,apartment,1447,4,4.0,1,1,1,0,0,1,w/d in unit,Unknown,35.602,-77.3702,NC
193790,7043471423,Lincoln,985,apartment,1094,3,1.5,1,1,0,0,0,0,laundry in bldg,off-street parking,40.7521,-96.7069,NE
145996,7035457631,Ann Arbor,1589,apartment,1100,2,2.0,1,1,0,0,0,0,w/d in unit,carport,42.2486,-83.7629,MI
121492,7041299818,Lexington,800,apartment,1000,2,2.0,1,1,0,0,0,0,w/d in unit,carport,37.973,-84.5109,KY
346390,7028346236,Sheboygan,1053,townhouse,1495,3,2.5,1,1,1,0,0,0,w/d in unit,attached garage,43.7526,-87.9779,WI
165037,7008760220,Fayetteville,725,apartment,1100,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,35.1294,-78.8982,NC
293075,7030203287,College Station,860,apartment,1040,2,2.5,1,1,1,0,0,0,laundry on site,Unknown,30.6189,-96.3154,TX
77715,7049025626,Savannah / Hinesville,1025,apartment,752,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,32.2227,-81.1895,GA
312952,7023895621,Tyler / East Tx,985,apartment,868,2,1.5,1,1,0,0,0,0,laundry on site,Unknown,32.3025,-95.2788,TX
324352,7028205741,Fredericksburg,1259,townhouse,1353,3,2.0,1,1,1,0,0,0,w/d hookups,street parking,38.4586,-77.4306,VA
108856,7045957307,Omaha / Council Bluffs,1165,apartment,786,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,41.3015,-96.1481,IA
238275,7035089560,Stillwater,530,townhouse,895,2,1.5,0,0,1,0,0,0,laundry on site,Unknown,36.135999999999996,-97.0499,OK
64478,7041531643,Tampa Bay Area,1630,apartment,1508,3,2.5,1,1,1,0,0,0,w/d hookups,Unknown,28.0081,-82.5805,FL
332121,7051274228,Bellingham,2200,house,1486,3,2.0,0,0,1,0,0,0,w/d in unit,detached garage,48.748999999999995,-122.48899999999999,WA
281648,7037376006,Nashville,1419,apartment,1340,3,2.5,1,1,1,0,0,0,w/d in unit,Unknown,35.871,-86.3565,TN
18281,7049250957,Colorado Springs,1097,apartment,723,1,1.0,1,1,1,0,0,0,Unknown,Unknown,38.9189,-104.704,CO
281230,7045259000,Memphis,760,apartment,1200,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,35.1988,-89.9395,TN
138972,7028884498,Southern Maryland,1290,apartment,461,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,38.2608,-76.4725,MD
329948,7049107073,Richmond,1391,apartment,1010,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,37.6363,-77.5572,VA
120888,7045095543,Lexington,1499,house,1440,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,38.014,-84.3996,KY
271788,7027979401,Sioux Falls / Se Sd,790,apartment,927,2,1.0,1,1,1,0,0,0,laundry in bldg,Unknown,43.5166,-96.7711,SD
233730,7044499200,Toledo,559,apartment,932,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,41.6163,-83.6834,OH
281356,7038560464,Nashville,890,apartment,825,1,1.0,0,0,1,0,0,0,laundry on site,street parking,36.2604,-86.7046,TN
177952,7049589006,Charlotte,959,apartment,621,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,35.1541,-80.7322,NC
48138,7036700865,Okaloosa / Walton,1500,apartment,720,2,1.0,0,0,1,0,0,0,w/d hookups,attached garage,30.3968,-86.2967,FL
225612,7044187991,Cincinnati,950,apartment,650,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking,39.1891,-84.4161,OH
306265,7036014093,Odessa / Midland,890,apartment,726,1,1.0,1,0,0,0,0,0,laundry in bldg,off-street parking,31.8682,-102.39399999999999,TX
236536,7041507603,Oklahoma City,1049,house,1620,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,35.2453,-97.6216,OK
253699,7050965987,Philadelphia,2653,apartment,751,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,39.9513,-75.1741,PA
361552,7049947712,Tucson,1015,apartment,815,2,2.0,1,1,0,1,0,1,w/d in unit,carport,32.2214,-111.02600000000001,AZ
159878,7051185118,Minneapolis / St Paul,1731,apartment,817,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,44.9497,-93.3373,MN
234820,7020796664,Toledo,659,apartment,960,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.6135,-83.6258,OH
85810,7047626449,Spokane / Coeur D'Alene,1550,apartment,1394,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,47.7012,-117.286,ID
79756,7024982400,Savannah / Hinesville,1274,apartment,1441,3,2.0,1,1,1,0,0,0,w/d hookups,Unknown,32.0415,-81.1654,GA
313249,7050795657,Waco,790,apartment,720,1,1.0,1,1,0,1,0,0,Unknown,Unknown,31.5051,-97.2311,TX
312367,7040032560,Tyler / East Tx,693,apartment,857,2,1.0,0,0,1,0,0,0,w/d hookups,Unknown,32.3044,-95.27,TX
237935,7048596849,Oklahoma City,810,apartment,1000,2,2.0,0,0,1,0,0,0,Unknown,Unknown,35.334,-97.4768,OK
248217,7044588703,Salem,1185,apartment,882,2,1.0,1,1,1,0,0,0,w/d hookups,carport,44.8692,-123.02,OR
76527,7033358222,Macon / Warner Robins,825,apartment,1500,3,2.5,1,1,1,0,0,0,w/d hookups,Unknown,32.8511,-83.56700000000001,GA
129606,7045737188,New Orleans,910,apartment,1025,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,30.3105,-89.7649,LA
158727,7046845688,Duluth / Superior,2050,apartment,1250,2,2.0,1,1,0,0,0,0,Unknown,Unknown,46.8373,-92.0087,MN
196486,7047604644,Las Vegas,1100,apartment,1075,2,2.0,0,0,1,0,0,0,w/d in unit,carport,36.1726,-115.07700000000001,NV
174564,7050898227,Missoula,898,apartment,578,0,1.0,1,1,0,0,0,0,w/d in unit,street parking,46.8563,-114.025,MT
269753,7048916522,Myrtle Beach,760,apartment,685,1,1.0,0,0,1,0,0,0,Unknown,Unknown,33.7377,-78.9787,SC
284946,7040716928,College Station,709,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,30.7061,-95.5495,TX
345907,7029795264,Milwaukee,2030,apartment,896,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,43.0506,-87.8968,WI
11446,7036843310,Stockton,1894,apartment,693,1,1.0,0,0,1,0,0,0,w/d in unit,carport,37.6988,-121.45100000000001,CA
103332,7031914348,Ames,675,apartment,600,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.6884,-93.791,IA
27697,7040205953,Hartford,925,apartment,800,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,41.4678,-72.8333,CT
354692,7040880816,Tuscaloosa,849,apartment,988,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,33.1611,-87.5038,AL
235437,7045276173,Lawton,650,apartment,880,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,34.6179,-98.4552,OK
23865,7049014701,Fort Collins / North Co,1095,apartment,850,2,1.0,0,0,0,0,0,0,laundry on site,Unknown,40.4181,-104.735,CO
254643,7046334707,Philadelphia,1190,house,1200,2,1.0,1,1,1,0,0,0,w/d hookups,street parking,39.9281,-75.1759,PA
74566,7038283040,Columbus,849,apartment,1254,2,2.0,1,1,0,1,0,0,w/d hookups,off-street parking,32.5161,-84.9785,GA
118860,7044527117,Bowling Green,1199,apartment,1200,3,2.0,1,1,0,0,0,0,w/d in unit,Unknown,36.9745,-86.4199,KY
10715,7042152738,Stockton,1095,apartment,539,1,1.0,1,1,1,0,0,0,laundry on site,carport,38.025,-121.29700000000001,CA
186483,7027998336,Jacksonville,675,apartment,792,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,34.7375,-77.4628,NC
168538,7046973578,Jackson,800,apartment,1026,2,1.5,0,0,1,0,0,0,w/d hookups,off-street parking,32.3932,-90.163,MS
227921,7033515448,Cleveland,791,apartment,731,2,1.0,1,0,1,0,0,0,laundry in bldg,Unknown,41.5696,-81.5257,OH
